epoch,accuracy,loss,prec,rec,val_accuracy,val_loss,val_prec,val_rec
0,0.38121548295021057,1.2606841325759888,0.37013259530067444,0.1261817216873169,0.4224299192428589,1.1578094959259033,0.5309523940086365,0.17331932485103607
1,0.3830570876598358,1.1638786792755127,0.5011917948722839,0.16649159789085388,0.4261682331562042,1.1302353143692017,0.5345938205718994,0.13235294818878174
2,0.4263351857662201,1.1433581113815308,0.4946433901786804,0.14587709307670593,0.47102802991867065,1.1282049417495728,0.5472221374511719,0.24054622650146484
3,0.469613254070282,1.097370982170105,0.5835105180740356,0.2356880158185959,0.4616822302341461,1.1038696765899658,0.0,0.0
4,0.5248618721961975,1.0290688276290894,0.615111231803894,0.30948004126548767,0.5383177399635315,1.0395032167434692,0.6768206357955933,0.21297268569469452
5,0.5957642793655396,0.9626346826553345,0.663027822971344,0.43014705181121826,0.5663551688194275,1.0533169507980347,0.5757879018783569,0.5375524759292603
6,0.6740331649780273,0.8643558621406555,0.7040953636169434,0.580094575881958,0.5532710552215576,1.0818629264831543,0.5615667700767517,0.5021008253097534
7,0.6979742050170898,0.8278250098228455,0.7223811149597168,0.6137080192565918,0.6056074500083923,0.9891198873519897,0.6231160163879395,0.5871848464012146
8,0.7430939078330994,0.7276325225830078,0.7683930397033691,0.6962972283363342,0.6467289924621582,1.010433316230774,0.6583508849143982,0.6378676295280457
9,0.7624309659004211,0.7181043028831482,0.7784697413444519,0.7309611439704895,0.5700934529304504,1.1239861249923706,0.5831164717674255,0.5535714030265808
10,0.7725598812103271,0.6996828317642212,0.7965925931930542,0.7347689270973206,0.6691588759422302,0.9923994541168213,0.6773809790611267,0.6570377945899963
11,0.7965009212493896,0.6223798990249634,0.8154881596565247,0.7597163915634155,0.6373831629753113,1.0591403245925903,0.6570957899093628,0.6123949289321899
12,0.8278084993362427,0.5436334013938904,0.8523564338684082,0.7992384433746338,0.6542056202888489,1.1233214139938354,0.6778724789619446,0.6460083723068237
13,0.8397790193557739,0.5307818651199341,0.857452392578125,0.8044905662536621,0.6822429895401001,1.0111968517303467,0.6935222744941711,0.6551995277404785
