epoch,accuracy,loss,prec,rec,val_accuracy,val_loss,val_prec,val_rec
0,0.3867403268814087,1.471570611000061,0.0,0.0,0.38504672050476074,1.2496285438537598,0.0,0.0
1,0.3968692421913147,1.215148687362671,0.05514705926179886,0.007352941203862429,0.44112148880958557,1.1920392513275146,0.0,0.0
2,0.3885819613933563,1.1793185472488403,0.18504901230335236,0.016544118523597717,0.38504672050476074,1.1964410543441772,0.0,0.0
3,0.4023941159248352,1.184698224067688,0.30997899174690247,0.04411764815449715,0.35514017939567566,1.1797378063201904,0.0,0.0
4,0.39963167905807495,1.1721627712249756,0.21176469326019287,0.024947479367256165,0.38504672050476074,1.1781325340270996,0.029411761090159416,0.0018382353009656072
5,0.4152854382991791,1.166046142578125,0.2227240800857544,0.04595588147640228,0.43551403284072876,1.1609176397323608,0.0,0.0
6,0.39871087670326233,1.1512013673782349,0.35171568393707275,0.04976365342736244,0.4168224334716797,1.1588255167007446,0.42794114351272583,0.04963235184550285
7,0.41988950967788696,1.1403545141220093,0.4632469415664673,0.07904411852359772,0.3869158923625946,1.158366322517395,0.0,0.0
8,0.42357274889945984,1.1354080438613892,0.38632702827453613,0.0791754201054573,0.44112148880958557,1.1416146755218506,0.40441176295280457,0.040441177785396576
9,0.40515652298927307,1.1326769590377808,0.4950980544090271,0.09388130903244019,0.420560747385025,1.1421078443527222,0.22549019753932953,0.020220588892698288
10,0.4162062704563141,1.1357909440994263,0.4722338914871216,0.10845588147640228,0.4261682331562042,1.135934591293335,0.5161764621734619,0.06617647409439087
11,0.4364641010761261,1.1328520774841309,0.5368698239326477,0.10963760316371918,0.420560747385025,1.1387591361999512,0.5864145755767822,0.12683823704719543
12,0.4171270728111267,1.1138415336608887,0.5237888693809509,0.14430147409439087,0.4261682331562042,1.1411151885986328,0.43382352590560913,0.040441177785396576
13,0.41896870732307434,1.1169503927230835,0.5382702350616455,0.11882878839969635,0.4112149477005005,1.1412789821624756,0.48725491762161255,0.06433823704719543
14,0.4263351857662201,1.1184121370315552,0.5560574531555176,0.13786764442920685,0.45981308817863464,1.1258808374404907,0.5102941393852234,0.1617647111415863
15,0.4272559881210327,1.1214345693588257,0.545751690864563,0.15375526249408722,0.44299066066741943,1.1289849281311035,0.5049019455909729,0.08639705926179886
16,0.41988950967788696,1.1198904514312744,0.5502450466156006,0.1529674381017685,0.4560747742652893,1.122106909751892,0.5138655304908752,0.16544117033481598
17,0.43830570578575134,1.107215404510498,0.531212329864502,0.14574579894542694,0.4336448609828949,1.1266286373138428,0.5599439740180969,0.11397058516740799
18,0.4465930163860321,1.1060268878936768,0.5096755027770996,0.1461397111415863,0.43551403284072876,1.1224112510681152,0.5612044930458069,0.15441176295280457
19,0.45856353640556335,1.0894765853881836,0.571547269821167,0.15913864970207214,0.43551403284072876,1.1364504098892212,0.5165148973464966,0.234506294131279
20,0.46408841013908386,1.0995042324066162,0.5426004528999329,0.16202731430530548,0.4672897160053253,1.1296225786209106,0.5363911986351013,0.2087710052728653
21,0.4511970579624176,1.0948845148086548,0.5338759422302246,0.16701680421829224,0.44112148880958557,1.1154088973999023,0.5355742573738098,0.13970588147640228
22,0.4521178603172302,1.0937525033950806,0.5793262720108032,0.17949055135250092,0.4579439163208008,1.107800006866455,0.5832399725914001,0.17699579894542694
23,0.46316757798194885,1.0832992792129517,0.5650072693824768,0.18434873223304749,0.47663551568984985,1.1116222143173218,0.5416549444198608,0.225315123796463
24,0.46316757798194885,1.0906991958618164,0.5709248781204224,0.18881303071975708,0.4691588878631592,1.1010361909866333,0.5679621696472168,0.20273108780384064
25,0.43830570578575134,1.091841697692871,0.5516223907470703,0.19485294818878174,0.44859811663627625,1.1109426021575928,0.4852941632270813,0.10294117778539658
26,0.46408841013908386,1.066880464553833,0.5977913737297058,0.21454831957817078,0.4336448609828949,1.1147042512893677,0.5126517415046692,0.22899159789085388
27,0.47329649329185486,1.0787913799285889,0.552574634552002,0.22584033012390137,0.4261682331562042,1.157188057899475,0.5161110162734985,0.3048844635486603
28,0.46869245171546936,1.0738506317138672,0.5454080104827881,0.20391282439231873,0.43177568912506104,1.1013506650924683,0.5660947561264038,0.18434873223304749
29,0.48250460624694824,1.0588371753692627,0.6053306460380554,0.2455357164144516,0.474766343832016,1.091558575630188,0.58558589220047,0.18802520632743835
30,0.519336998462677,1.0498241186141968,0.5892013907432556,0.23161764442920685,0.44672897458076477,1.1561152935028076,0.4927959442138672,0.3426995873451233
31,0.4944751262664795,1.055489420890808,0.5907232165336609,0.2769170105457306,0.5046728849411011,1.0869276523590088,0.5460466742515564,0.2602415978908539
32,0.48895028233528137,1.0447322130203247,0.5869881510734558,0.2710084021091461,0.3981308341026306,1.1471368074417114,0.45491185784339905,0.2589285671710968
33,0.5036832690238953,1.0439902544021606,0.5930572152137756,0.28426995873451233,0.44112148880958557,1.104185700416565,0.5541316270828247,0.22899159789085388
34,0.5036832690238953,1.0204441547393799,0.5721085667610168,0.2803308963775635,0.49345794320106506,1.0754461288452148,0.5394074320793152,0.3135504126548767
35,0.5165745615959167,1.012536883354187,0.6328448057174683,0.3105304539203644,0.45981308817863464,1.1408039331436157,0.5139011740684509,0.3592436909675598
36,0.520257830619812,1.0067743062973022,0.61869877576828,0.330619752407074,0.4859813153743744,1.0681521892547607,0.5445190072059631,0.33114495873451233
37,0.5359116196632385,0.9972696900367737,0.6092151403427124,0.34375,0.44859811663627625,1.1017236709594727,0.5063074231147766,0.32195377349853516
38,0.5349907875061035,0.9877648949623108,0.6265642642974854,0.361869752407074,0.5065420269966125,1.0511510372161865,0.6045412421226501,0.3384978771209717
39,0.5349907875061035,1.003951907157898,0.6080276966094971,0.34887081384658813,0.420560747385025,1.1264687776565552,0.5336325764656067,0.2534138858318329
40,0.580110490322113,0.945010781288147,0.6648226380348206,0.3727678656578064,0.517756998538971,1.0495259761810303,0.5857253670692444,0.3697478771209717
41,0.5469613075256348,0.9719014763832092,0.6328421831130981,0.37907037138938904,0.43738317489624023,1.2222814559936523,0.4665206968784332,0.368434876203537
42,0.591160237789154,0.9328436255455017,0.657010555267334,0.405987411737442,0.47663551568984985,1.1758654117584229,0.503063976764679,0.3794642984867096
43,0.590239405632019,0.9256908297538757,0.6548535823822021,0.44472163915634155,0.47102802991867065,1.211877703666687,0.4877147078514099,0.38130253553390503
44,0.6151012778282166,0.8952928185462952,0.6562673449516296,0.48805147409439087,0.4168224334716797,1.150068759918213,0.46163520216941833,0.3581932783126831
45,0.6058931946754456,0.9063005447387695,0.6485677361488342,0.48358720541000366,0.47663551568984985,1.0738955736160278,0.5038094520568848,0.3697478771209717
46,0.6344382762908936,0.8750638961791992,0.6627734899520874,0.5042016506195068,0.5887850522994995,1.021588921546936,0.591943621635437,0.4965861141681671
47,0.6316758990287781,0.8905565738677979,0.6718283295631409,0.49829310178756714,0.44859811663627625,1.124258041381836,0.4759894609451294,0.39128151535987854
48,0.6436464190483093,0.8532578349113464,0.6767336130142212,0.550682783126831,0.5102803707122803,1.0394659042358398,0.545521080493927,0.4254201650619507
49,0.6418048143386841,0.8355551958084106,0.6793680787086487,0.5664390921592712,0.5700934529304504,1.0114235877990723,0.5802018046379089,0.46586135029792786
50,0.6639042496681213,0.8091488480567932,0.6981619596481323,0.5802258253097534,0.4785046875476837,1.199759602546692,0.5039377808570862,0.4590336084365845
51,0.6740331649780273,0.8011515736579895,0.6967675685882568,0.6013655662536621,0.517756998538971,1.083567500114441,0.5269299149513245,0.4713760316371918
52,0.6832412481307983,0.8082852959632874,0.7180199027061462,0.6259191036224365,0.4859813153743744,1.1247894763946533,0.5096772909164429,0.45483192801475525
53,0.7062615156173706,0.74620121717453,0.7383155226707458,0.6504727005958557,0.6074766516685486,1.0348358154296875,0.629391610622406,0.5950630307197571
54,0.7053406834602356,0.7577933669090271,0.7315821647644043,0.6574317216873169,0.6373831629753113,0.9743649959564209,0.6701802015304565,0.6079306602478027
55,0.7283609509468079,0.7250004410743713,0.7492088079452515,0.6881565451622009,0.39626169204711914,1.719365119934082,0.40909287333488464,0.399684876203537
56,0.7228360772132874,0.7203124165534973,0.7439926266670227,0.682510495185852,0.6112149357795715,1.0543973445892334,0.6268032193183899,0.6060924530029297
57,0.7237569093704224,0.7129648327827454,0.7488542199134827,0.6918330192565918,0.5757009387016296,1.05530846118927,0.5837966799736023,0.5467436909675598
58,0.7688766121864319,0.6633516550064087,0.8007103204727173,0.7329306602478027,0.6485981345176697,0.9864009022712708,0.6709383130073547,0.6428571343421936
59,0.7504603862762451,0.6786041259765625,0.7698162198066711,0.7200630307197571,0.6317756772041321,1.0095343589782715,0.644835352897644,0.6110818982124329
60,0.7707182168960571,0.6288257241249084,0.7939936518669128,0.7384454011917114,0.6710280179977417,0.9887279868125916,0.6850962042808533,0.655724823474884
61,0.7882136106491089,0.5803003907203674,0.8041022419929504,0.7608981132507324,0.663551390171051,0.9994736313819885,0.6727967858314514,0.6349789500236511
62,0.7928176522254944,0.5725367665290833,0.8116346597671509,0.7624737024307251,0.6542056202888489,1.0454766750335693,0.6710609793663025,0.65625
63,0.7780846953392029,0.5975536704063416,0.8044171333312988,0.7578781247138977,0.6560747623443604,1.0160646438598633,0.6611142158508301,0.6465336084365845
