epoch,accuracy,loss,prec,rec,val_accuracy,val_loss,val_prec,val_rec
0,0.3637200593948364,2.305009603500366,0.0,0.0,0.38504672050476074,2.125478506088257,0.0,0.0
1,0.3959484398365021,2.019209384918213,0.0882352888584137,0.007352941203862429,0.38504672050476074,1.908094882965088,0.0,0.0
2,0.3821362853050232,1.9022713899612427,0.22794117033481598,0.021139705553650856,0.38504672050476074,1.8367300033569336,0.0,0.0
3,0.38121548295021057,1.8556231260299683,0.33676469326019287,0.03584558889269829,0.3570093512535095,1.806975245475769,0.0,0.0
4,0.36464089155197144,1.8324060440063477,0.31029409170150757,0.03138130158185959,0.38504672050476074,1.783471703529358,0.0,0.0
5,0.40515652298927307,1.801404595375061,0.3338235318660736,0.04963235184550285,0.4280373752117157,1.761696219444275,0.0,0.0
6,0.4079189598560333,1.7774652242660522,0.3007352352142334,0.03335084021091461,0.3981308341026306,1.7449824810028076,0.0,0.0
7,0.39963167905807495,1.7556712627410889,0.3506302237510681,0.04595588147640228,0.4112149477005005,1.7286999225616455,0.0,0.0
8,0.39963167905807495,1.7323087453842163,0.3806372582912445,0.056985292583703995,0.44859811663627625,1.7146122455596924,0.0,0.0
9,0.3931860029697418,1.7232261896133423,0.35171568393707275,0.041360292583703995,0.4560747742652893,1.6963746547698975,0.0,0.0
10,0.40515652298927307,1.7016355991363525,0.4012254476547241,0.053308822214603424,0.4448598027229309,1.6792609691619873,0.0,0.0
11,0.41344383358955383,1.6755287647247314,0.39877450466156006,0.052521008998155594,0.4168224334716797,1.6640825271606445,0.0,0.0
12,0.4060773551464081,1.672851800918579,0.46544119715690613,0.05527836084365845,0.4448598027229309,1.649001955986023,0.0,0.0
13,0.41436463594436646,1.6602431535720825,0.4411414563655853,0.07536764442920685,0.42990654706954956,1.634789228439331,0.0,0.0
14,0.41988950967788696,1.6391315460205078,0.49600842595100403,0.07536764442920685,0.4261682331562042,1.6211848258972168,0.0882352814078331,0.005514706019312143
15,0.4152854382991791,1.6232324838638306,0.5214518308639526,0.10858719050884247,0.4579439163208008,1.6128942966461182,0.0,0.0
16,0.4254143536090851,1.607208490371704,0.43865546584129333,0.07129726558923721,0.4224299192428589,1.5966588258743286,0.5024509429931641,0.05147058889269829
17,0.4217311143875122,1.6032227277755737,0.5118347406387329,0.09059873968362808,0.44859811663627625,1.5833461284637451,0.20588234066963196,0.014705882407724857
18,0.4327808618545532,1.5791910886764526,0.5257353186607361,0.07996323704719543,0.4504672884941101,1.5711246728897095,0.4950979948043823,0.04779411852359772
19,0.4272559881210327,1.561285138130188,0.5075979828834534,0.10753676295280457,0.44859811663627625,1.5574301481246948,0.537254810333252,0.0680147036910057
20,0.4125230312347412,1.5605967044830322,0.489093154668808,0.09860819578170776,0.4448598027229309,1.5460903644561768,0.4911764860153198,0.09191176295280457
21,0.41988950967788696,1.5366233587265015,0.5415849685668945,0.11239495873451233,0.4579439163208008,1.535193681716919,0.5299019813537598,0.07536764442920685
22,0.4272559881210327,1.5381958484649658,0.569829523563385,0.10950630903244019,0.45233646035194397,1.5232945680618286,0.5068627595901489,0.11213235557079315
23,0.4511970579624176,1.5178488492965698,0.5477532148361206,0.13366596400737762,0.4579439163208008,1.5096625089645386,0.5073530077934265,0.11397058516740799
24,0.4511970579624176,1.5048129558563232,0.5494047403335571,0.13090860843658447,0.45420560240745544,1.4992536306381226,0.5440943241119385,0.17279411852359772
25,0.4419889450073242,1.4866585731506348,0.5954833030700684,0.14889705181121826,0.46355140209198,1.490190863609314,0.5343136787414551,0.06617647409439087
26,0.43462246656417847,1.4793856143951416,0.4882936477661133,0.11502101272344589,0.46542057394981384,1.4808752536773682,0.5227590799331665,0.09558823704719543
27,0.43001842498779297,1.4765276908874512,0.5266456604003906,0.11449579894542694,0.4504672884941101,1.4721509218215942,0.5463118553161621,0.21244747936725616
