epoch,acc,loss,prec,rec,val_acc,val_loss,val_prec,val_rec
0,0.08379373699426651,11.658700942993164,0.08227415382862091,0.08127626031637192,0.014953271485865116,10.968690872192383,0.014705882407724857,0.014705882407724857
1,0.07090239226818085,11.679710388183594,0.07133228331804276,0.07090336084365845,0.01682242937386036,10.682901382446289,0.01666666567325592,0.016544118523597717
2,0.08379373699426651,11.284797668457031,0.08132002502679825,0.07996323704719543,0.022429905831813812,10.412489891052246,0.022058824077248573,0.022058824077248573
3,0.08287292718887329,11.589970588684082,0.08291316777467728,0.08180147409439087,0.022429905831813812,10.138043403625488,0.022058824077248573,0.022058824077248573
4,0.09392265230417252,11.011186599731445,0.09240195900201797,0.09086134284734726,0.026168223470449448,9.871549606323242,0.025735294446349144,0.025735294446349144
5,0.10128913074731827,10.798380851745605,0.09855566918849945,0.09755777567625046,0.029906542971730232,9.609004974365234,0.02757352963089943,0.02757352963089943
6,0.10128913074731827,10.278257369995117,0.10150559991598129,0.10031513124704361,0.03364485874772072,9.354804992675781,0.0313725471496582,0.03125
7,0.10957642644643784,10.416999816894531,0.11094793677330017,0.10858719050884247,0.03925233706831932,9.105513572692871,0.035049017518758774,0.03492647036910057
8,0.11325966566801071,9.819908142089844,0.11369922757148743,0.11121323704719543,0.04112149402499199,8.860710144042969,0.03700980544090271,0.036764707416296005
9,0.12154696136713028,9.964839935302734,0.11865370720624924,0.11790966987609863,0.04859812930226326,8.615565299987793,0.04779411852359772,0.04779411852359772
10,0.11510129272937775,9.766597747802734,0.11328309774398804,0.1104254201054573,0.0579439252614975,8.3778657913208,0.056985292583703995,0.056985292583703995
11,0.12430939078330994,9.397185325622559,0.12369775772094727,0.120535708963871,0.0579439252614975,8.150501251220703,0.057107843458652496,0.056985292583703995
12,0.1418047845363617,9.258782386779785,0.14517679810523987,0.14193803071975708,0.06168224290013313,7.930251598358154,0.061029404401779175,0.060661762952804565
