epoch,acc,loss,prec,rec,val_acc,val_loss,val_prec,val_rec
0,0.36003682017326355,9.813676834106445,0.3608105480670929,0.35976889729499817,0.38317757844924927,8.439510345458984,0.3886554539203644,0.3886554539203644
1,0.42909759283065796,6.435673713684082,0.43212535977363586,0.4276522994041443,0.5214953422546387,2.696512460708618,0.5189601182937622,0.5157563090324402
2,0.539594829082489,3.377049207687378,0.5446602702140808,0.5345325469970703,0.4504672884941101,3.257711887359619,0.4481092393398285,0.44590336084365845
3,0.5359116196632385,2.9241020679473877,0.537324845790863,0.5271795988082886,0.4728972017765045,3.9335572719573975,0.47603294253349304,0.47505250573158264
4,0.6160221099853516,2.071582794189453,0.6174108386039734,0.611344575881958,0.6523364782333374,1.4520535469055176,0.6610293388366699,0.6357668042182922
5,0.6666666865348816,1.734757900238037,0.6712824106216431,0.655724823474884,0.6000000238418579,1.8206712007522583,0.6075980067253113,0.5945377945899963
6,0.7062615156173706,1.262807846069336,0.7150431871414185,0.6976103186607361,0.5943925380706787,1.9517468214035034,0.5956407189369202,0.580094575881958
7,0.7375690340995789,1.2885546684265137,0.7395820021629333,0.7198004722595215,0.568224310874939,2.000077962875366,0.5720130801200867,0.5525210499763489
8,0.7366482615470886,1.1505345106124878,0.7473349571228027,0.729385495185852,0.7214953303337097,1.2094054222106934,0.7407549619674683,0.7053571343421936
9,0.7707182168960571,1.0209908485412598,0.7762166857719421,0.7578781247138977,0.6747663617134094,1.412989616394043,0.7048494815826416,0.6783088445663452
10,0.8130754828453064,0.7866243720054626,0.8192339539527893,0.8046218752861023,0.7401869297027588,1.1772243976593018,0.7590335607528687,0.7329306602478027
11,0.8278084993362427,0.752879798412323,0.8366574645042419,0.8177521228790283,0.7196261882781982,1.4369932413101196,0.7285889387130737,0.7121848464012146
12,0.8268876671791077,0.7097525596618652,0.8349264860153198,0.8195903301239014,0.69532710313797,1.5015356540679932,0.7022759318351746,0.689338207244873
13,0.8526703715324402,0.6117080450057983,0.8572215437889099,0.8426995277404785,0.7364485859870911,1.265640377998352,0.7403414845466614,0.7213760018348694
14,0.8296501040458679,0.6898130774497986,0.8371874690055847,0.8168330192565918,0.7514018416404724,1.261547565460205,0.761274516582489,0.7444853186607361
15,0.8591160178184509,0.5894204378128052,0.8713410496711731,0.8497899174690247,0.7420560717582703,1.2196694612503052,0.7609944343566895,0.7366071343421936
16,0.8858194947242737,0.5176998972892761,0.8930058479309082,0.8767068982124329,0.7551401853561401,1.203183889389038,0.7711309790611267,0.75
17,0.8812154531478882,0.5777937173843384,0.8919379711151123,0.8757877945899963,0.7607476711273193,1.3415471315383911,0.7722514867782593,0.7536764740943909
18,0.880294680595398,0.5570125579833984,0.8857229948043823,0.876838207244873,0.7514018416404724,1.2581303119659424,0.7691176533699036,0.7476365566253662
19,0.8766114115715027,0.5404086112976074,0.8832107782363892,0.871192216873169,0.7401869297027588,1.2496438026428223,0.760049045085907,0.7310924530029297
20,0.9051565527915955,0.4620054364204407,0.9114933013916016,0.9025735259056091,0.7383177280426025,1.4060369729995728,0.7477765083312988,0.7268907427787781
21,0.9134438037872314,0.45831647515296936,0.917393147945404,0.9071691036224365,0.7514018416404724,1.2405492067337036,0.7629551887512207,0.7513130307197571
22,0.920810341835022,0.43484747409820557,0.9227591156959534,0.9136029481887817,0.7644859552383423,1.2147811651229858,0.7702380418777466,0.7507877945899963
23,0.9217311143875122,0.44545820355415344,0.9256477952003479,0.9179359078407288,0.7607476711273193,1.2400165796279907,0.7628326416015625,0.7457983493804932
24,0.9152854681015015,0.41399091482162476,0.9198529720306396,0.9145220518112183,0.7532710433006287,1.266351580619812,0.7609243392944336,0.7476365566253662
25,0.920810341835022,0.41869303584098816,0.9276084899902344,0.9179359078407288,0.7532710433006287,1.1995748281478882,0.7622023820877075,0.75
26,0.908839762210846,0.45580169558525085,0.9125658869743347,0.9049369692802429,0.7532710433006287,1.2276427745819092,0.7706058025360107,0.7476365566253662
27,0.9244935512542725,0.41729801893234253,0.9276347756385803,0.9209558963775635,0.7588785290718079,1.2069437503814697,0.7695903182029724,0.7536764740943909
28,0.9272559881210327,0.41765397787094116,0.9278010725975037,0.9252888560295105,0.7588785290718079,1.2670624256134033,0.7677345275878906,0.7471113204956055
29,0.9318600296974182,0.3836478590965271,0.9332545399665833,0.9298844337463379,0.76822429895401,1.2376071214675903,0.7819852828979492,0.7702205777168274
30,0.929097592830658,0.4016670286655426,0.9308210611343384,0.9255514740943909,0.7570093274116516,1.190474271774292,0.7767506837844849,0.7591911554336548
31,0.929097592830658,0.41582366824150085,0.9306197166442871,0.9245010018348694,0.7514018416404724,1.211772084236145,0.7709208726882935,0.748161792755127
32,0.9475138187408447,0.3542795181274414,0.9512915015220642,0.9453781247138977,0.7439252138137817,1.232237458229065,0.76386559009552,0.7389705777168274
33,0.9309391975402832,0.4188600480556488,0.9322215914726257,0.9263392686843872,0.7588785290718079,1.207772135734558,0.7708333730697632,0.7591911554336548
34,0.9410681128501892,0.3489617705345154,0.9455882906913757,0.9402573704719543,0.7719626426696777,1.2043181657791138,0.7813025712966919,0.7641806602478027
35,0.9521178603172302,0.3389260470867157,0.9543328881263733,0.949185848236084,0.7644859552383423,1.306005597114563,0.7682948112487793,0.7573529481887817
36,0.9475138187408447,0.33318254351615906,0.9528099298477173,0.9474790096282959,0.7607476711273193,1.244957447052002,0.7727766633033752,0.7555146813392639
