epoch,acc,loss,prec,rec,val_acc,val_loss,val_prec,val_rec
40,0.958563506603241,0.34832388162612915,0.9612132906913757,0.9586396813392639,0.76822429895401,1.2281384468078613,0.7766807079315186,0.7641806602478027
41,0.9576427340507507,0.33040106296539307,0.9600927829742432,0.957457959651947,0.7626168131828308,1.2267792224884033,0.7720237970352173,0.7605042457580566
42,0.9677716493606567,0.31388017535209656,0.9686274528503418,0.9641544222831726,0.7794392704963684,1.2307265996932983,0.7863970994949341,0.7641806602478027
43,0.9631676077842712,0.323223739862442,0.9648810029029846,0.9631040096282959,0.7794392704963684,1.192049264907837,0.7877976894378662,0.7678571343421936
44,0.9558011293411255,0.33785000443458557,0.9581408500671387,0.9529937505722046,0.7476635575294495,1.3346507549285889,0.7587360739707947,0.7457983493804932
45,0.9631676077842712,0.3153804838657379,0.9658088684082031,0.9623161554336548,0.7738317847251892,1.263211965560913,0.780637264251709,0.7728466391563416
46,0.9622467756271362,0.2961273789405823,0.9632353186607361,0.9604779481887817,0.7757009267807007,1.199753999710083,0.7800771594047546,0.754989504814148
47,0.9622467756271362,0.3015894889831543,0.9645746946334839,0.9603466987609863,0.7626168131828308,1.2857428789138794,0.778987467288971,0.7457983493804932
48,0.9714548587799072,0.30746331810951233,0.9723652005195618,0.96875,0.7626168131828308,1.246749997138977,0.7779722213745117,0.7586659789085388
49,0.968692421913147,0.3050084412097931,0.9696691036224365,0.966911792755127,0.7644859552383423,1.2203692197799683,0.766859233379364,0.7507877945899963
50,0.9622467756271362,0.31969624757766724,0.9637780785560608,0.9603466987609863,0.7570093274116516,1.2874338626861572,0.7676644921302795,0.754989504814148
51,0.968692421913147,0.3038257360458374,0.969476580619812,0.9676995873451233,0.7700934410095215,1.204158067703247,0.7828256487846375,0.7599789500236511
52,0.9650092124938965,0.3005486726760864,0.9654325842857361,0.959427535533905,0.7663551568984985,1.2374292612075806,0.773091733455658,0.7654936909675598
53,0.9677716493606567,0.2770870625972748,0.9684873223304749,0.9666491150856018,0.7663551568984985,1.232959508895874,0.777310848236084,0.7526260018348694
54,0.9576427340507507,0.3031468391418457,0.9583859443664551,0.9557510614395142,0.7794392704963684,1.2489274740219116,0.7792191505432129,0.763655424118042
55,0.959484338760376,0.31146857142448425,0.961797833442688,0.9565387964248657,0.7607476711273193,1.210632562637329,0.7786765098571777,0.7605042457580566
56,0.9668508172035217,0.28493109345436096,0.966911792755127,0.9641544222831726,0.7607476711273193,1.23335862159729,0.7802870869636536,0.7526260018348694
57,0.968692421913147,0.27211105823516846,0.9711728096008301,0.9666491150856018,0.7700934410095215,1.1962507963180542,0.776313066482544,0.7586659789085388
58,0.9631676077842712,0.2934131622314453,0.96501225233078,0.9604779481887817,0.7738317847251892,1.1829534769058228,0.7891981601715088,0.763655424118042
59,0.9779005646705627,0.2540728747844696,0.9779411554336548,0.9779411554336548,0.7719626426696777,1.2047417163848877,0.7811274528503418,0.7568277716636658
60,0.9751381278038025,0.268176406621933,0.9751838445663452,0.9751838445663452,0.76822429895401,1.1862965822219849,0.7782912850379944,0.7605042457580566
61,0.968692421913147,0.28616467118263245,0.9700717926025391,0.9674369692802429,0.7757009267807007,1.1922714710235596,0.779884397983551,0.761817216873169
62,0.969613254070282,0.26060980558395386,0.9702030420303345,0.9675682187080383,0.7738317847251892,1.1888164281845093,0.7805147171020508,0.7673318982124329
63,0.968692421913147,0.2504466772079468,0.9703956842422485,0.9686187505722046,0.7551401853561401,1.2301377058029175,0.7584383487701416,0.7402836084365845
64,0.9742172956466675,0.2650268077850342,0.9742646813392639,0.973214328289032,0.7663551568984985,1.2080923318862915,0.7788689732551575,0.7465861439704895
65,0.969613254070282,0.26897764205932617,0.9704569578170776,0.9695378541946411,0.7663551568984985,1.1973726749420166,0.7821078300476074,0.7599789500236511
66,0.9723756909370422,0.26986706256866455,0.9731618165969849,0.970588207244873,0.7813084125518799,1.2258424758911133,0.7985294461250305,0.7728466391563416
67,0.968692421913147,0.27621614933013916,0.9693015813827515,0.9659926295280457,0.7588785290718079,1.1262736320495605,0.768925130367279,0.7531512975692749
68,0.9650092124938965,0.28182610869407654,0.9667804837226868,0.9640231132507324,0.7663551568984985,1.1510093212127686,0.7756652235984802,0.7641806602478027
69,0.969613254070282,0.26233193278312683,0.9696691036224365,0.9678308963775635,0.76822429895401,1.1784330606460571,0.7806722521781921,0.7678571343421936
70,0.9640883803367615,0.2820480763912201,0.965738832950592,0.9631040096282959,0.76822429895401,1.1552127599716187,0.780024528503418,0.7702205777168274
71,0.9622467756271362,0.2684132158756256,0.9631127715110779,0.9595588445663452,0.7831775546073914,1.1441915035247803,0.7949243187904358,0.7641806602478027
72,0.9650092124938965,0.30036407709121704,0.9647672176361084,0.9623161554336548,0.7719626426696777,1.2084801197052002,0.7828081250190735,0.7641806602478027
73,0.9631676077842712,0.29039737582206726,0.9632353186607361,0.9623161554336548,0.7775700688362122,1.0851513147354126,0.7950105667114258,0.7770483493804932
74,0.9677716493606567,0.2728770971298218,0.96875,0.9659926295280457,0.7700934410095215,1.1466716527938843,0.7766806483268738,0.7660189270973206
75,0.9622467756271362,0.28316763043403625,0.9648284912109375,0.9623161554336548,0.7757009267807007,1.134738802909851,0.7872198820114136,0.7696954011917114
76,0.969613254070282,0.26150527596473694,0.9703956842422485,0.9676995873451233,0.76822429895401,1.1416064500808716,0.7817577719688416,0.7641806602478027
77,0.9751381278038025,0.2407832145690918,0.9768995642662048,0.9733455777168274,0.7719626426696777,1.167156457901001,0.7809699177742004,0.7641806602478027
78,0.9742172956466675,0.23723171651363373,0.9759191870689392,0.9724264740943909,0.7831775546073914,1.1444159746170044,0.7941526770591736,0.7801995277404785
79,0.9732965230941772,0.24992477893829346,0.973949670791626,0.9713760614395142,0.76822429895401,1.2154868841171265,0.7755252122879028,0.7581407427787781
80,0.9779005646705627,0.2418636977672577,0.9778799414634705,0.9761029481887817,0.7738317847251892,1.1728283166885376,0.7868009805679321,0.7605042457580566
81,0.970534086227417,0.23575469851493835,0.9722339510917664,0.9686187505722046,0.7588785290718079,1.1865800619125366,0.761782169342041,0.7526260018348694
82,0.969613254070282,0.25467047095298767,0.9696078300476074,0.96875,0.7570093274116516,1.2486525774002075,0.768335223197937,0.7471113204956055
83,0.9714548587799072,0.26625922322273254,0.9715073704719543,0.970588207244873,0.7570093274116516,1.2042195796966553,0.7763830423355103,0.749474823474884
84,0.969613254070282,0.26445287466049194,0.971323549747467,0.9678308963775635,0.7700934410095215,1.1187500953674316,0.781862735748291,0.7660189270973206
85,0.958563506603241,0.25426897406578064,0.9586396813392639,0.9577205777168274,0.7757009267807007,1.1514087915420532,0.7983368039131165,0.7775735259056091
86,0.9640883803367615,0.26067957282066345,0.9640318751335144,0.9632353186607361,0.7757009267807007,1.1445419788360596,0.7935749292373657,0.7720588445663452
87,0.958563506603241,0.2559467554092407,0.9593138098716736,0.9577205777168274,0.7719626426696777,1.1778137683868408,0.7841386198997498,0.763655424118042
88,0.968692421913147,0.25093674659729004,0.9684873223304749,0.9684873223304749,0.7607476711273193,1.2608311176300049,0.7685049176216125,0.75
89,0.9714548587799072,0.23510655760765076,0.9724264740943909,0.9715073704719543,0.7794392704963684,1.1795600652694702,0.78944331407547,0.7757353186607361
90,0.9732965230941772,0.2506001591682434,0.9760416746139526,0.9724264740943909,0.7738317847251892,1.2204220294952393,0.7740721106529236,0.7673318982124329
91,0.9742172956466675,0.2220185101032257,0.9751838445663452,0.9742646813392639,0.7775700688362122,1.2785550355911255,0.7839460372924805,0.7683823704719543
92,0.9677716493606567,0.24214458465576172,0.9676995873451233,0.9676995873451233,0.7831775546073914,1.1632587909698486,0.7937325239181519,0.7752100825309753
93,0.9732965230941772,0.23362720012664795,0.9742646813392639,0.9733455777168274,0.7700934410095215,1.170816421508789,0.7734944224357605,0.7641806602478027
94,0.9677716493606567,0.2299375683069229,0.9686887264251709,0.966911792755127,0.7775700688362122,1.1627540588378906,0.7882528305053711,0.7696954011917114
95,0.9714548587799072,0.20215260982513428,0.9723652005195618,0.9715073704719543,0.7588785290718079,1.1883882284164429,0.7760154604911804,0.754989504814148
96,0.9714548587799072,0.22224517166614532,0.9713148474693298,0.9695378541946411,0.7551401853561401,1.2025378942489624,0.7575279474258423,0.7489495277404785
97,0.9732965230941772,0.2413434088230133,0.9733455777168274,0.9724264740943909,0.7738317847251892,1.2580519914627075,0.783630907535553,0.7715336084365845
98,0.969613254070282,0.2312461882829666,0.9703956842422485,0.9686187505722046,0.7495326995849609,1.28738272190094,0.7619277238845825,0.7476365566253662
99,0.9732965230941772,0.24335315823554993,0.9742646813392639,0.9733455777168274,0.7607476711273193,1.2316974401474,0.7718138098716736,0.7513130307197571
